Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
PFE,https://www.tradingview.com/chart/?symbol=PFE,Pfizer Inc.,Healthcare,25.455,145079353344,5.4,-10.1,-5.08,-1.73,42.13,26.38,25.11,False,True,True,NO CLEAR ENTRY,False,40.14,NEUTRAL,5,Is Pfizer Inc. (PFE) Expanding Its Cancer Pipeline Through a Landmark Innovent Partnership? | Why Pfizer’s Current Price May Be Too Cheap to Ignore | Pfizer's Obesity and Oncology Pipeline Sets Up a Catalyst-Rich 2026,19.43,8.97,12376625152.0,71.602,8.31,11.83,40.81,IGNORE
MSI,https://www.tradingview.com/chart/?symbol=MSI,"Motorola Solutions, Inc.",Technology,411.08,68237463552,7.4,-13.8,-15.21,-5.69,62.07,427.03,425.41,False,False,True,NO CLEAR ENTRY,False,60.36,POSITIVE,5,Motorola Solutions to Buy Counter-Drone Technology Company for $1.5 Billion | Motorola Solutions to acquire D-Fend Solutions for $1.5 billion | Motorola Solutions to Acquire D-Fend Solutions in $1.5 Billion Deal,33.18,22.2,1815124992.0,374.132,99.29,17.61,40.73,IGNORE
NSC,https://www.tradingview.com/chart/?symbol=NSC,Norfolk Southern Corporation,Industrials,306.765,68897579008,0.2,-26.6,-2.95,-2.47,45.35,303.78,292.3,True,True,True,BULLISH TREND,False,48.98,NEUTRAL,5,Union Pacific Faces Merger Uncertainty As Regulators Extend Norfolk Southern Review | Railroad Regulator Demands More Details on Union Pacific-Norfolk Southern Merger | No hard feelings: UP-NS will see fact-based review,25.84,22.69,1298749952.0,111.586,17.61,21.91,40.62,IGNORE
T,https://www.tradingview.com/chart/?symbol=T,AT&T Inc.,Communication Services,24.585,170824892416,2.9,-11.3,-11.31,-5.88,40.61,26.15,26.0,False,False,True,NO CLEAR ENTRY,False,49.57,NEUTRAL,5,"3 Growth Stocks to Add to Your Roster | Andrew Yang’s upstart cell phone business acquires Helium Mobile | Palo Alto CEO’s Pay, Now Nearly $100 Million, Is Most Rejected in Corporate America",8.09,9.63,8849000448.0,125.175,18.37,16.94,40.27,IGNORE
APTV,https://www.tradingview.com/chart/?symbol=APTV,Aptiv PLC,Consumer Cyclical,72.63,15369998336,5.4,,0.25,20.1,80.35,60.68,74.94,True,False,False,WATCH - OVERBOUGHT,False,58.87,NEUTRAL,5,Is APTIV PLC (APTV) a Buy as Wall Street Analysts Look Optimistic? | Aptiv PLC (APTV) Is a Trending Stock: Facts to Know Before Betting on It | Ford surges on energy business while US car buying remains slow,43.23,10.66,1091124992.0,103.823,4.08,1.77,40.21,IGNORE
MGM,https://www.tradingview.com/chart/?symbol=MGM,MGM Resorts International,Consumer Cyclical,49.335,12622419968,4.2,-5.9,38.12,28.14,83.64,38.6,35.91,True,True,True,WATCH - OVERBOUGHT,False,56.85,NEUTRAL,5,"4 Gaming Stocks Worth Watching Despite Industry Headwinds | Stock Index Futures Muted as Investors Parse Middle East Developments, U.S. JOLTS Report in Focus | People Inc. plots $18B go-private bid for MGM Resorts",67.58,21.98,528360256.0,951.186,13.49,1.03,40.05,IGNORE
MELI,https://www.tradingview.com/chart/?symbol=MELI,"MercadoLibre, Inc.",Consumer Cyclical,1679.7,85156061184,49.0,-15.6,-5.48,-9.21,62.04,1727.34,2020.24,False,False,False,NO CLEAR ENTRY,False,53.18,NEUTRAL,5,Brown Advisory Global Leaders Strategy Bets on Mercado Libre (MELI) | How Diverging Institutional Bets On MercadoLibre’s Margin Trade-Offs (MELI) Has Changed Its Investment Story | House of Doge and Paxos Partner to Expand Regulated Access to Dogecoin,44.31,28.34,-4104624896.0,169.977,31.26,6.04,39.9,IGNORE
GM,https://www.tradingview.com/chart/?symbol=GM,General Motors Company,Consumer Cyclical,82.65,74522632192,-0.9,-15.8,6.54,9.08,64.71,77.32,72.7,True,True,True,BULLISH TREND,False,55.09,NEUTRAL,5,Is Tesla's Model Y Driving a Lasting Recovery in Europe? | A Look At General Motors (GM) Valuation After Strong Recent Shareholder Returns | SpaceX Wants a Fee Cut From IPO Bankers Targeting $500 Million Windfall,30.16,5.87,22466625536.0,199.048,4.01,1.38,39.86,IGNORE
CAH,https://www.tradingview.com/chart/?symbol=CAH,"Cardinal Health, Inc.",Healthcare,195.37,45756796928,11.0,-19.5,-14.81,0.07,74.47,202.46,192.67,False,True,True,WATCH - OVERBOUGHT,False,66.92,POSITIVE,5,3 Market-Beating Stocks with Exciting Potential | AbbVie vs. Pfizer: Which Healthcare Stock Is a Better Buy in 2026? | Wall Street Analysts Predict a 25.75% Upside in Cardinal (CAH): Here's  What You Should Know,29.78,16.31,4849999872.0,,,0.62,39.85,IGNORE
NI,https://www.tradingview.com/chart/?symbol=NI,NiSource Inc.,Utilities,45.7209,21920393216,8.2,6.0,-2.22,-4.91,40.01,47.05,43.77,False,True,True,NO CLEAR ENTRY,False,61.47,POSITIVE,5,Is NiSource (NI) Pricing Look Stretched After 27.5% One Year Share Price Rise? | Will Strong Q1 Results and New Debt Financing Shift NiSource's (NI) Regulated Infrastructure Narrative? | ENGIY or NI: Which Is the Better Value Stock Right Now?,22.75,20.39,-1562412544.0,140.908,9.11,14.1,39.77,IGNORE
BDX,https://www.tradingview.com/chart/?symbol=BDX,"Becton, Dickinson and Company",Healthcare,143.51,39542804480,5.2,,-18.19,-3.88,39.54,151.07,153.37,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,Is Avantor (AVTR) Elevating Quality To A Strategic Edge With Its New Regulatory Chief? | Is Stryker Stock Underperforming the S&P 500? | Intuitive Surgical Stock: Is ISRG Underperforming the Healthcare Sector?,25.05,10.71,4531250176.0,71.599,6.67,5.12,39.4,IGNORE
CAG,https://www.tradingview.com/chart/?symbol=CAG,"Conagra Brands, Inc.",Consumer Defensive,12.83,6140741120,-1.9,39.0,-31.42,-8.75,31.55,14.21,16.48,False,False,False,NO CLEAR ENTRY,False,45.62,NEUTRAL,5,"Why Did BSX, LOW, CAG Fall To 52-Week Lows Today? | BofA Trims Conagra Brands, Inc. (CAG)’s Price Target To $13, Keeps Underperform Rating | Is This Ultimate High‑Yield Stock Actually Going to $0?",,7.73,654675008.0,89.813,-0.51,-0.39,39.4,IGNORE
GIS,https://www.tradingview.com/chart/?symbol=GIS,"General Mills, Inc.",Consumer Defensive,32.845,17528760320,2.2,-14.5,-25.98,-5.4,36.46,34.86,42.82,False,False,False,NO CLEAR ENTRY,False,43.51,NEUTRAL,5,General Mills offloads Häagen-Dazs shops in China | General Mills agrees to sell Häagen-Dazs shops in China to investor group | A Look At General Mills (GIS) Valuation After Recent Share Price Weakness,8.03,10.21,2263375104.0,217.629,23.59,12.05,39.03,IGNORE
WY,https://www.tradingview.com/chart/?symbol=WY,Weyerhaeuser Company,Real Estate,24.375,17575413760,-2.0,96.6,-0.14,1.6,59.91,24.1,24.07,True,True,True,BULLISH TREND,False,54.4,NEUTRAL,5,What Makes Weyerhaeuser Company (WY) a Good Investment? | Dycom to Report Q1 Earnings: Here's What to Expect This Season | How Weyerhaeuser's New Cash-Return Framework Could Reshape WY Investors' Total-Return Expectations,43.53,34.97,-45875000.0,57.729,4.16,5.78,38.8,IGNORE
HD,https://www.tradingview.com/chart/?symbol=HD,"The Home Depot, Inc.",Consumer Cyclical,310.0451,309151137792,4.8,-4.3,-15.83,-4.27,49.64,324.15,360.75,False,False,False,NO CLEAR ENTRY,False,55.44,NEUTRAL,5,Is Home Depot's Interconnected Retail Strategy Paying Off? | How a Texas Liability Ruling and Steady Outlook at Home Depot (HD) Has Changed Its Investment Story | This High-Yield Home Improvement Stock Just Hiked Its Dividend by 4.2%,22.04,19.25,10128249856.0,459.356,128.38,8.41,38.54,IGNORE
BA,https://www.tradingview.com/chart/?symbol=BA,The Boeing Company,Industrials,215.86,170162946048,14.0,,-6.04,-5.06,34.47,220.14,219.38,False,False,True,NO CLEAR ENTRY,False,50.98,NEUTRAL,5,RTX Outperforms Industry in the Past 6 Months: Should You Buy? | BA Stock Outperforms Industry in 6 Months: Should You Stay Invested? | Is It Worth Investing in Boeing (BA) Based on Wall Street's Bullish Views?,85.32,51.62,2554249984.0,828.696,169.95,2.46,38.48,IGNORE
CCI,https://www.tradingview.com/chart/?symbol=CCI,Crown Castle Inc.,Real Estate,90.7565,39610851328,-4.8,,2.64,1.68,47.42,87.03,88.83,True,True,False,BULLISH TREND,False,47.07,NEUTRAL,5,Welltower (WELL) Up 1% Since Last Earnings Report: Can It Continue? | The Sub-$50 Institutional Cash-Flow Machine That Remains Attractive Despite High Risk Free Yields | Why Is Alexandria Real Estate Equities (ARE) Up 20% Since Last Earnings Report?,38.29,30.65,1202875008.0,,,25.14,38.47,IGNORE
SYY,https://www.tradingview.com/chart/?symbol=SYY,Sysco Corporation,Consumer Defensive,74.0,35385511936,4.7,-13.5,-17.6,-0.07,54.99,74.76,77.64,False,False,False,NO CLEAR ENTRY,False,52.76,NEUTRAL,5,"Sysco Corporation (SYY): One of the Prominent Alternative Meat Stocks? | John Hinshaw Bought 3,101% More Shares In Sysco | Sysco (SYY) Up 1.7% Since Last Earnings Report: Can It Continue?",20.56,14.94,1868375040.0,670.44,81.89,2.08,38.32,IGNORE
EIX,https://www.tradingview.com/chart/?symbol=EIX,Edison International,Utilities,71.14,27374241792,7.7,-63.2,-3.25,1.8,49.49,70.62,61.83,True,True,True,BULLISH TREND,False,44.58,NEUTRAL,5,Why Is Entergy (ETR) Down 7% Since Last Earnings Report? | Why Is Edison International (EIX) Up 5.5% Since Last Earnings Report? | Morgan Stanley Trims Edison International (EIX) Price Forecast After April Utility Review,7.73,10.92,-1134000000.0,226.101,18.86,18.12,38.17,IGNORE
ODFL,https://www.tradingview.com/chart/?symbol=ODFL,"Old Dominion Freight Line, Inc.",Industrials,227.62,47337742336,-2.9,-4.2,9.72,10.6,89.26,206.39,171.04,True,True,True,WATCH - OVERBOUGHT,False,47.98,NEUTRAL,5,Wall Street Weighs In on FedEx Freight Stock. It’s a Show-Me Story. | 3 Industrials Stocks We Find Risky | FedEx Freight Starts Trading Today. It Has Potential.,47.42,36.76,861986240.0,0.909,23.33,18.46,38.14,IGNORE
LMT,https://www.tradingview.com/chart/?symbol=LMT,Lockheed Martin Corporation,Industrials,512.77,118226108416,0.3,-11.5,-23.73,0.65,46.18,555.96,526.97,False,False,True,NO CLEAR ENTRY,False,50.52,NEUTRAL,5,RTX Outperforms Industry in the Past 6 Months: Should You Buy? | Is Aegis Driving Lockheed Martin's Growth in the Naval Combat Market? | BA Stock Outperforms Industry in 6 Months: Should You Stay Invested?,24.82,15.98,3987124992.0,276.365,67.64,6.38,38.14,IGNORE
IP,https://www.tradingview.com/chart/?symbol=IP,International Paper Company,Consumer Cyclical,33.86,17929445376,13.4,,-19.88,8.2,58.54,33.41,39.57,True,False,False,NO CLEAR ENTRY,False,52.56,NEUTRAL,5,International Paper Strengthens Regional Presence through Delmarva Corrugated Deal | Fortune Brands Stock Is Down 24%. Here's Why It Seems One Investor Bought $113 Million | 3 Reasons IP is Risky and 1 Stock to Buy Instead,,12.65,1711250048.0,65.904,-16.04,-13.77,37.95,IGNORE
PHM,https://www.tradingview.com/chart/?symbol=PHM,"PulteGroup, Inc.",Consumer Cyclical,117.76,22431672320,-12.4,-30.4,-11.75,-1.22,58.68,119.1,124.9,False,False,False,NO CLEAR ENTRY,False,57.03,NEUTRAL,5,"Trump Names Housing Chief Bill Pulte as Acting Director of National Intelligence | Here is What to Know Beyond Why PulteGroup, Inc. (PHM) is a Trending Stock | What ITB Investors Need to Watch Before Mortgage Rates Spike Again",11.38,10.54,1483359744.0,18.942,16.18,12.14,37.86,IGNORE
COF,https://www.tradingview.com/chart/?symbol=COF,Capital One Financial Corporation,Financial Services,185.3399,115335692288,46.3,-3.2,-4.21,-3.01,54.08,188.87,209.96,False,False,False,NO CLEAR ENTRY,False,64.07,POSITIVE,5,Nu Holdings Shares Down 22% As It Names New CFO For US Push | Does Nubank’s New Visa-Veteran CFO Reshape the Strategic Playbook for Nu Holdings (NU)? | Capital One's Auto Loan Trends Are Quietly Improving. Why It Matters for the Stock.,57.03,7.63,,,3.26,8.88,37.53,IGNORE
MSTR,https://www.tradingview.com/chart/?symbol=MSTR,Strategy Inc,Technology,137.825,48502202368,11.9,,0.13,-22.21,21.52,156.05,205.32,False,False,False,NO CLEAR ENTRY,False,54.33,NEUTRAL,5,"Why Michael Saylor's $2.5M bitcoin sale is turning heads | Crypto Liquidations Top $1 Billion as Bitcoin’s Slide Deepens | Will Strategy's Peers Dump Bitcoin Now? Not so Fast, Analysts Say",,30.89,-8699502592.0,18.094,-30.76,0.0,37.35,IGNORE
XEL,https://www.tradingview.com/chart/?symbol=XEL,Xcel Energy Inc.,Utilities,77.2602,48231190528,2.9,6.0,-7.12,-6.44,38.85,79.8,77.41,False,False,True,NO CLEAR ENTRY,False,80.87,POSITIVE,5,Xcel Energy (XEL) Benefits From Stable Growth and Favorable Regulation | Xcel Energy (XEL): Top 10 Safest Dividend Stock To Buy | A Look At Xcel Energy (XEL) Valuation As Recent Share Momentum Cools,22.27,17.05,-7471625216.0,164.845,9.59,14.14,37.32,IGNORE
SW,https://www.tradingview.com/chart/?symbol=SW,Smurfit Westrock Plc,Consumer Cyclical,41.76,21901619200,0.7,-83.6,-9.79,7.12,57.7,39.77,40.47,True,True,False,BULLISH TREND,False,47.74,NEUTRAL,5,Is Smurfit Westrock (SW) One of the Best Stocks to Buy from Billionaire George Soros’ Stock Portfolio? | What Are Wall Street Analysts' Target Price for Smurfit Westrock Stock? | Smurfit Westrock introduces 2030 sustainability goals,58.0,13.2,1360249984.0,78.831,2.11,1.22,37.27,IGNORE
XOM,https://www.tradingview.com/chart/?symbol=XOM,Exxon Mobil Corporation,Energy,149.87,621203226624,2.6,-43.4,-2.16,-1.22,50.37,153.69,130.72,False,True,True,NO CLEAR ENTRY,False,56.63,NEUTRAL,5,"Oil: Trump says peace talks are still on, but Iran says otherwise | BP Surges 45% in a Year: Should Investors Bet on the Momentum? | Here's How the Permian Basin Is Fueling ExxonMobil's Growth Strategy",25.19,14.09,11630499840.0,18.261,9.87,7.76,37.18,IGNORE
NKE,https://www.tradingview.com/chart/?symbol=NKE,"NIKE, Inc.",Consumer Cyclical,43.665,64662933504,0.1,-34.8,-27.79,-0.78,58.71,45.0,59.72,False,False,False,NO CLEAR ENTRY,False,44.08,NEUTRAL,5,"Nike Analyst: ‘95% of People Say Nike Is a Brand for Me’ – No Other Brand Gets Above 60% | NIKE's Turnaround Story: Are Earnings Finally Finding Footing? | Tariff-Driven Inflation Is Trapping Mortgage Rates, and the Fed Can’t Fix It with Rate Cuts",28.73,23.95,1313874944.0,79.333,16.02,4.84,37.18,IGNORE
FER,https://www.tradingview.com/chart/?symbol=FER,Ferrovial N.V.,Industrials,66.425,47594110976,5.7,-87.6,-8.03,-2.76,43.89,67.59,64.22,False,True,True,NO CLEAR ENTRY,False,60.31,POSITIVE,5,TxDOT selects Ferrovial for $1.47bn SH 99 Grand Parkway project | Ferrovial (BME:FER) Valuation Check As Fair Value Sits Close To Market Price | Semafor World Economy: Ferrovial CEO Ignacio Madridejos on its Infrastructure,49.2,44.23,321375008.0,140.013,14.32,9.22,36.97,IGNORE
AOS,https://www.tradingview.com/chart/?symbol=AOS,A. O. Smith Corporation,Industrials,56.495,7786628096,-1.9,-10.5,-27.09,-6.39,42.84,61.64,67.73,False,False,False,NO CLEAR ENTRY,False,62.23,POSITIVE,5,A. O. Smith (AOS) – Among the Top 10 Dividend Aristocrat Stocks Ranked by Yield | New Strong Sell Stocks for May 29th | 1 Small-Cap Stock for Long-Term Investors and 2 We Turn Down,15.07,13.52,495612512.0,34.981,28.27,13.84,36.83,IGNORE
DTE,https://www.tradingview.com/chart/?symbol=DTE,DTE Energy Company,Utilities,142.92,29731407872,15.8,-44.4,-2.44,-3.95,50.75,145.15,138.16,False,True,True,NO CLEAR ENTRY,False,76.31,POSITIVE,5,Is It Time To Reconsider DTE Energy (DTE) After Fair Value Signals | Michigan Set for Massive Battery Storage Buildout Under $1.6 Billion DTE Energy-LG Energy Solution Partnership | DTE Energy Advances Growth Through Renewables and Data Centers,23.51,17.11,-2188124928.0,218.787,10.42,7.65,36.7,IGNORE
ABBV,https://www.tradingview.com/chart/?symbol=ABBV,AbbVie Inc.,Healthcare,212.345,375169613824,12.4,-46.2,-8.6,2.78,58.05,207.95,216.9,True,False,False,NO CLEAR ENTRY,False,63.19,POSITIVE,5,"AbbVie Inc. (ABBV) Announces EC Authorization of Expanded Label for VENCLYXTO® | The S&P 500 Is Expensive, but These 3 Dividend Stocks Still Look Like Bargains | Is AbbVie Inc. (ABBV) Expanding Its Oncology Pipeline With New BPDCN Treatment Approval?",104.09,13.08,20811624448.0,,,5.79,36.46,IGNORE
DHI,https://www.tradingview.com/chart/?symbol=DHI,"D.R. Horton, Inc.",Consumer Cyclical,147.23,41751425024,-2.3,-13.2,-4.36,-1.54,57.05,144.91,152.76,True,False,False,NO CLEAR ENTRY,False,50.13,NEUTRAL,5,"1 Value Stock on Our Buy List and 2 We Ignore | What ITB Investors Need to Watch Before Mortgage Rates Spike Again | ICE enforcement surge led to 668,000 job losses, Brookings says",13.81,12.23,2875425024.0,27.453,13.08,9.51,36.31,IGNORE
MRK,https://www.tradingview.com/chart/?symbol=MRK,"Merck & Co., Inc.",Healthcare,115.685,285721657344,4.9,,-4.01,3.14,56.51,116.09,102.5,False,True,True,NO CLEAR ENTRY,False,53.9,NEUTRAL,5,Merck & Co. (MRK) Announces Quarterly Dividend | Pfizer's Obesity and Oncology Pipeline Sets Up a Catalyst-Rich 2026 | 3 Stocks Estimated To Be Trading Up To 49.6% Below Their Intrinsic Value,32.59,12.1,14049250304.0,106.936,18.94,13.59,36.21,IGNORE
MRNA,https://www.tradingview.com/chart/?symbol=MRNA,"Moderna, Inc.",Healthcare,44.705,17738330112,260.2,,-15.4,-1.47,21.11,49.91,37.66,False,True,True,NO CLEAR ENTRY,False,48.97,NEUTRAL,5,"MRNA Partners With CEPI to Develop Vaccine for Bundibugyo Ebolavirus | UBS Lifts Valuation On Moderna, Inc. (MRNA) Ahead of Key Pipeline Catalysts | Vertex Stock Down Nearly 8% in 3 Months: Time to Buy or Stay Cautious?",,-10.63,-20000000.0,17.522,-36.56,-143.55,35.92,IGNORE
DPZ,https://www.tradingview.com/chart/?symbol=DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,309.39,10290890752,3.5,-4.6,-22.53,-8.4,49.0,341.97,395.81,False,False,False,NO CLEAR ENTRY,False,59.34,NEUTRAL,5,1 Profitable Stock to Keep an Eye On and 2 Facing Challenges | Implied Volatility Surging for Domino's Pizza Stock Options | Domino's Pizza (DPZ) Down 8.8% Since Last Earnings Report: Can It Rebound?,17.8,14.78,524712736.0,,,11.89,35.85,IGNORE
MMM,https://www.tradingview.com/chart/?symbol=MMM,3M Company,Industrials,151.58,79059165184,1.3,-39.7,-5.63,6.92,66.04,147.03,156.09,True,False,False,NO CLEAR ENTRY,False,47.74,NEUTRAL,5,Is Honeywell International Stock Underperforming the Nasdaq? | The Bull Case For 3M (MMM) Could Change Following A$1.4 Billion Australian PFAS Lawsuit Filing | Kavango Resources makes management changes,29.21,16.03,2322374912.0,396.497,71.46,11.14,35.72,IGNORE
MAA,https://www.tradingview.com/chart/?symbol=MAA,"Mid-America Apartment Communities, Inc.",Real Estate,128.485,15331683328,0.8,-31.5,-3.02,-0.06,47.3,126.43,130.6,True,False,False,NO CLEAR ENTRY,False,52.99,NEUTRAL,5,"Why Is Mid-America Apartment Communities (MAA) Up 1.3% Since Last Earnings Report? | Morgan Stanley Maintains Overweight Rating on Mid-America Apartment (MAA) | Mid-America Apartment Communities (MAA) Faces Lower Rent Growth Expectations, Scotiabank Says",38.82,33.03,909082496.0,99.825,6.71,17.6,35.64,IGNORE
STZ,https://www.tradingview.com/chart/?symbol=STZ,"Constellation Brands, Inc.",Consumer Defensive,135.59,23351943168,-11.3,,-12.82,-11.27,38.62,150.98,145.51,False,False,True,NO CLEAR ENTRY,False,55.69,NEUTRAL,5,What to Know About This Fund's $4.8 Million e.l.f. Beauty Exit After a Tough Year | Citi Opens “Upside 90-Day Catalyst Watch” on Constellation Brands (STZ) | Greg Abel Is Trying to Break Berkshire Hathaway’s Losing Streak on Airlines with New Delta Stock Bet,14.11,10.88,2047600000.0,133.573,22.64,18.46,35.51,IGNORE
NRG,https://www.tradingview.com/chart/?symbol=NRG,"NRG Energy, Inc.",Utilities,134.475,28372406272,19.5,-85.6,-23.18,-12.32,47.33,147.72,156.81,False,False,False,NO CLEAR ENTRY,False,59.7,NEUTRAL,5,3 of Wall Street’s Favorite Stocks We Find Risky | NRG Energy Adds Glenn Wright To Board As Valuation Gap Persists | A Look At NRG Energy (NRG) Valuation After Recent Share Price Weakness,147.77,11.56,431624992.0,479.237,6.25,0.74,35.43,IGNORE
COP,https://www.tradingview.com/chart/?symbol=COP,ConocoPhillips,Energy,117.0645,142618984448,-5.3,-20.2,-0.26,-4.27,48.2,122.03,102.56,False,True,True,NO CLEAR ENTRY,False,65.13,POSITIVE,5,Here's How the Permian Basin Is Fueling ExxonMobil's Growth Strategy | Pantheon Resources advocates alongside Alaska's major North Slope producers | ConocoPhillips (COP) Is On Jim Cramer’s Radar When It Comes To Oil Stocks,19.88,12.73,5289124864.0,36.143,11.28,12.33,35.31,IGNORE
